id;titulo;categoria;dificuldade;tempo_total;calorias;rating;ingredientes;passos;criterios;imagem
698;Tarte de coco com apenas 3 ingredientes;Sobremesa;Muito Fácil;50 min;382 Kcal;4.27;250 g de açúcar | 250 g de coco | 5 ovos;Feve-se 1dl de água com o açúcar durante 5 minutos. | Reserva-se. | Entretanto mistura-se os ovos com o coco e em seguida, envolve-se-lhe a calda em fio, mexendo bem. | Leva-se a cozer em forno médio (160C) durante 25-30minutos.;Sem glúten | Vegetariano | Sem lactose;https://pt.petitchef.com/imgupl/recipe/tarte-de-coco-com-apenas-3-ingredientes--140172p210416.webp
699;Bolo zebra, o bolo mármore exótico;Sobremesa;Muito Fácil;1 h 25 m;493 Kcal;4.72;4 ovos | 200 gr de açúcar | 200 ml óleo | 100 ml leite | 300 gr de farinha | 2 col. chá de fermento químico (1 sachê) | 20 gr de cacau em pó | 1 col. chá de extrato de baunilha | 1 pitada de sal;Numa tigela, misture os ovos com o açúcar, o sal, o óleo e o leite. Em seguida, divida-o em 2 partes iguais. | Na primeira metade, junte 175 gr de farinha, 1 col. chá de fermento e o extrato de baunilha. Misture bem. | Na outra metade, junte o restante da farinha (ou seja 125 gr), 1 col. chá de fermento e o cacau em pó. Misture bem. | Bem no centro de sua forma (já untada), coloque 3 col. sopa da mistura com o chocolate. | E então, sempre ao centro, coloque por cima da mistura anterior, 3 col. sopa da mistura de baunilha. | Repita esta operação sempre alternando as 3 col. de sopa da mistura de cacau com a de baunilha. | Leve ao forno por 40 minutos a 180°C. | Já está pronto este exuberante bolo zebra. E então, gostou?;Vegetariano;https://pt.petitchef.com/imgupl/recipe/bolo-zebra-o-bolo-marmore-exotico--455595p707795.webp
700;Leite de creme torrado/ creme catalão;Sobremesa;Muito Fácil;25 min;238 Kcal;4.65;500  ml leite | 4 gemas | 1 canela em pau | casca de um limão | 70 gr de açúcar | 20 gr de amido de milho (maizena) | Açúcar branco para caramelizar;Em uma panela, ferva o leite com a canela em pau e a casca do limão. Uma vez fervido, retire do fogo e deixe em infusão. Reserve. | Em uma vasinha e com a ajuda do fouet, bata as gemas com o açúcar até a massa clarear e ficar cremosa. Acrescente o amido de milho (maizena). | Retire a canela em pau e a casca do limão e despeje aos poucos a outra mistura (a do leite), mexendo sempre. | Coloque tudo agora na panela, em fogo médio e mexa até que a mistura engrosse bem (cerca de 5 minutos). | Despeje o creme diretamente nas formas individuais e refrigere-as por 2 horas (mínimo) | Polvilhe cada forma com o açúcar branco (e não o mascavo como é feito o creme brûlée), e caramelize com ajuda de um maçarico culinário. Caso não tenha o maçarico, coloque no forno entre 5 à 10 minutos, na função grill. | Leite de creme torrado prontinho !;Sem glúten | Vegetariano;https://pt.petitchef.com/imgupl/recipe/leite-de-creme-torrado-creme-catalao--453095p701796.webp
701;Bolo de iogurte natural, fofinho e fácil a preparar;Sobremesa;Muito Fácil;55 min;676 Kcal;4.21;1 copo de iogurte natural | 3 copos (do iogurte) de açúcar | 4 copos (do iogurte) de farinha | 1 copo (do iogurte) de óleo | 7 g de levedura química | 1 pitada de sal | 3 ovos | 7 g de açúcar baunilhado;Colocar o iogurte e o açúcar num recipiente e misturar. | Juntar a farinha, o sal e a levedura. Misturar. Quando a massa ficar demasiado rija para misturar, junte o óleo e misture novamente. | Juntar os ovos e misturar muito bem com uma vara de arames / fouet. Por fim, junte o açúcar baunilhado. | Levar ao forno 40 minutos a 180°C. Pronto!;Vegetariano;https://pt.petitchef.com/imgupl/recipe/bolo-de-iogurte-natural-fofinho-e-facil-a-preparar--450810p697152.webp
702;Lemon curd (o creme de limão);Sobremesa;Muito Fácil;20 min;191 Kcal;4.69;3 limões (siciliano inteiros) | 120 gr (ou 2/3 xic) de açúcar | 5 ovos | 15 gr (ou 1 col. sopa bem cheia) de maizena | 120 gr (ou 1/2 xíc) de manteiga;Num tacho/panela, misture os ovos, o açúcar e a maizena. Junte o sumo de 2 limões e as raspas de 1 limão. | No lume/fogo alto, misture bem com a ajuda de um fouet e mexe constantemente até engrossar. | Quando engrossar, tire do lume/fogo e junto a manteiga em pedaços. Misture até formar uma massa homogênea. Junte agora o sumo de 1 limão. | Verta (despeje) o creme num pote (frasco) e refrigere por no mínimo 2 horas. | Lemon Curd está pronto.;Sem glúten | Vegetariano;https://pt.petitchef.com/imgupl/recipe/lemon-curd-o-creme-de-limao--454182p704096.webp
703;Cannoli/canudinho com creme de baunilha;Sobremesa;Muito Fácil;1 h 20 m;123 Kcal;4.77;1 massa folhada | 250 ml leite | 2 gemas | 1 fava baunilha | 60 gr de açúcar | 30 gr de maizena (amido de milho) | 1 gema para dourar | açúcar confeiteiro;Corte a massa folhada em tiras com um pouco mais de 1 cm de largura | Dobre a folha de papel de alumínio formando um rolo | Enrole cada tira da massa em volta do rolo de alumínio, tendo cuidado de não ultrapassar o rolo. | Pincele a gema por cima de cada canudinho e polvilhe com açúcar confeiteiro. Leve ao forno por 20 min a 180°C, e em seguida, deixa esfriar. | Creme de baunilha: Na panela, coloque o leite para ferver com a fava de baunilha (abra a fava e recupere as sementes). Numa vasilha, bata as gemas com o açúcar até clarear e ficar cremoso. Adicione o amido de milho e misture bem. | Quando o leite ferver, junte-o aos poucos a misture anterior (da gema com açúcar) e despeje o conteúdo de volta a panela. | Engrosse o creme no lume/fogo médio, mexendo sempre. Retire então a panela do fogo/lume, coloque o creme numa vasilha e cubra com o filme plástico (para evitar que se forme uma camada seca. Deixe o plástico em contato com o creme). Deixe esfriar. | Com a ajuda de um saco confeiteiro, recheio cada cannoli com o creme de baunilha. | Seus cannolis de creme de baunilha estão prontinhos.;Vegetariano;https://pt.petitchef.com/imgupl/recipe/cannolicanudinho-com-creme-de-baunilha--453553p702737.webp
704;Bolo de limão fácil e fofo;Sobremesa;Muito Fácil;35 min;247 Kcal;4.55;1 limão biológico | 4 ovos | 150 g de açúcar | 120 g de farinha | 80 g de manteiga derretida | 11 g de levedura química;Separe as gemas das claras. Bata as claras em neve/em castelo bem firmes. | Raspe a pele do limão e esprema o suco/sumo. Reserve. | Bata as gemas com o açúcar até que a mistura fique esbranquiçada. Junte o sumo/suco e a raspa do limão, a farinha e a levedura, e por fim a manteiga derretida. | Junte as claras, misturando delicadamente para não as partir. | Leve ao forno por 20 minutos a 180ºC. | Pronto !;Vegetariano;https://pt.petitchef.com/imgupl/recipe/bolo-de-limao-facil-e-fofo--451538p698741.webp
705;Bolo de cenoura do petitchef;Sobremesa;Muito Fácil;1 hora;296 Kcal;4.46;3 cenouras médias | 200 g de açúcar mascavado | 200 g de farinha | 80 g de manteiga (ou margarina) | 3 ovos | 11 g (2 col. chá) de fermento em pó;Descascar e cortar as cenouras em pedaços. Passar pela picadora. Se não tiver picadora pode ralar. | Juntar açúcar, farinha e a levedura. | Juntar os ovos e misturar muito bem. Por fim juntar a manteiga derretida. | Levar ao forno por 45 minutos a 180°C. | Deixe arrefecer um pouco antes de desmoldar. Sirva !;Vegetariano;https://pt.petitchef.com/imgupl/recipe/bolo-de-cenoura-do-petitchef--451772p699260.webp
706;Bolo de queijo creme super fácil;Sobremesa;Muito Fácil;40 min;367 Kcal;4.42;3 ovos | 500 g de queijo creme (tipo Philadelphia) | 100 g de açúcar | 90 g de farinha trigo;Acender o forno a 180ºC. | Num recipiente misturar o queijo creme, o açúcar e as raspas de limão ou a baunilha se optou por. | Separar as gemas das claras. Bater as claras em castelo muito firme. | Incorporar as gemas à mistura do queijo creme / açúcar. | Juntar a farinha. | Juntar delicadamente as claras à massa. | Verter a preparação numa forma de fundo amovível de aproximadamente 20 cm de diâmetro. | Pôr no forno a 180ºC durante 30 minutos. | Retirar do forno e deixar arrefecer 1 hora antes de retirar da forma.;Vegetariano;https://pt.petitchef.com/imgupl/recipe/bolo-de-queijo-creme-super-facil--443603p685805.webp
707;Merengue italiano passo a passo;Sobremesa;Médio;35 min;173 Kcal;4.59;3 claras | 250 gr de açúcar | 75 ml de água;No tacho/panela, coloque o açúcar e a água para ferver. Quando a mistura começar a ferver, coloque o termômetro para saber a temperatura. Deverá atingir 115°C. | Enquanto o xarope ferve, comece a bater as claras em castelo/neve. Devem formar tipo uma espuma. Assim que o xarope atingir 115°C, tire do lume/fogo e verta/despeje formando um fio, sobre as claras batidas. Continue batendo. | Então, bata ainda na velocidade máxima. Continue batendo pois o merengue estará pronto, quando a tigela da batedeira esfriar (pois colocamos o xarope quente). Deve durar uns 10 minutos. | Vosso merengue italiano está pronto e esperando rechear tarte de limão ou merengue :D;Sem glúten | Vegetariano | Sem lactose;https://pt.petitchef.com/imgupl/recipe/merengue-italiano-passo-a-passo--454220p704185.webp
708;Tarte/torta de morango (idêntica a pastelaria);Sobremesa;Muito Fácil;1 hora;271 Kcal;4.6;1 massa sablée;Cubra a forma com a massa sablée e faça furos com a ajuda de um garfo. Leve ao forno por 20 minutos a 180°C. | O creme : Coloque o leite para ferver com sementes da fava de baunilha (abra a fava e raspe). Reserve. Enquanto isso, numa tigela coloque as gemas e adicione o açúcar. Misture com o fouet até a mistura clarear. Junte a maizena e misture novamente. | Quando o leite ferver, adicione-o lentamente à mistura de ovos-açúcar-maizena. Em seguida, coloque tudo na panela no fogo/lume médio. | Mexa constantemente com uma colher de pau até a mistura atingir a consistência desejada. Esta etapa leva cerca de 10 minutos. Em seguida, deixe esfriar e cubra com filme plástico (para evitar o ressecamento do creme). | Assim que a massa e o creme estiverem esfriados, despeje o creme sobre a massa de maneira uniforme. | Retire os cabinhos dos morangos e lave-os. Corte-os em 2 na comprimento e coloque-os sobre o creme de maneira harmoniosa. | Esquente a geleia por 30 segundos no micro-ondas, e em seguida peneire para retirar os pedaços (Caso tenha usado a geleia de groselha, não precisa peneira-la) | Pincele delicadamente a geleia peneirada sobre os morangos. Coloque no frigorífico/geladeira por no mínimo 30 minutos antes de degustar. | Tarte/Torta de morango prontinha, como nas pastelarias/docerias;Vegetariano;https://pt.petitchef.com/imgupl/recipe/tartetorta-de-morango-identica-a-pastelaria--453232p702132.webp
709;Bolo invisível de maçã, fácil;Sobremesa;Muito Fácil;1 h 5 m;160 Kcal;4.24;1 kg de maçãs | 2 ovos | 30 g de açúcar | 100 ml de leite | 25 g de manteiga derretida | 70 g de farinha | 3,5 g de fermento químico;Misturar os ovos e o açúcar num recipiente, depois junte o leite e a manteiga. Peneire a farinha e o fermento e junte à mistura. | Descascar as maças e cortar em lamelas muito finas. | Misturar as maçãs à massa e verter tudo numa forma untada com manteiga. Levar ao forno a 200ºC por 45 minutos. (Não hesite em cobrir com papel de alumínio - lado brilhante virado para o bolo - se o topo do bolo dourar muito rápido). | Uma vez frio, retire da forma, cubra com açúcar em pó / de confeiteiro para decorar e sirva =);Vegetariano;https://pt.petitchef.com/imgupl/recipe/bolo-invisivel-de-maca-facil--450147p695865.webp
710;Gelado / sorvete de iogurte e framboesas;Sobremesa;Médio;1 hora;431 Kcal;4.34;8 colheres de sopa de leite condensado | 450 g de iogurte grego | 400 ml de natas / creme de leite 30% MG (Matéria Gorda) muito fria | 150 g doce de framboesa | 1 colher de sopa de água;Bater as natas em castelo. | Misturar o iogurte grego com o leite condensado. | Juntar as natas em castelo. | Misturar tudo com uma espátula em movimentos envolventes. Cobrir com filme transparente e colocar no frio durante 1 hora. | Entretanto faça a calda de framboesa: Juntar uma colher de sopa de água ao doce de framboesa e misturar. Aquecer no microondas durante 40 segundos. Peneirar para retirar as pepitas. | Deverá ficar com esta textura. Deixe esfriar a temperatura ambiente. | Enquanto isso, bata o gelado na sorveteira. [Se não tem sorveteira, não se preocupe! Coloque o creme no congelador por duas horas. A cada 30 minutos, tire o creme do congelador e bata] | Para quem tem sorveteira, coloque o creme dentro, pouco a pouco, com a máquina em movimento. Deixe bater durante 40 minutos. | Utilizaremos um molde retangular de alumínio (preferencialmente). Verta metade do gelado no molde e alise. | Incorpore o doce de framboesa e misture levemente com uma colher. | Juntar o resto do gelado e alisar. Cobrir com filme transparente e colocar no congelador durante 2 horas. | Antes de servir, deixe a temperatura ambiente por 5 ou 10 min. Retirar o filme e fazer uma bola de gelado com cuidado. | E já está ! Servir com um pouco de doce de framboesa por cima ou ao lado. E regale-se !! :D;Sem glúten | Vegetariano | Sem ovo;https://pt.petitchef.com/imgupl/recipe/gelado-sorvete-de-iogurte-e-framboesas--355531p575063.webp
711;Clafoutis de cereja, uma sobremesa francesa leve, sem gluten e com baixas calorias;Sobremesa;Muito Fácil;45 min;181 Kcal;4.63;500 gr cerejas sem caroço | 125 gr de farinha trigo (1 xícara de chá) | 50 gr de açúcar (1/4 xícara de chá) | 2 col. de chá açúcar baunilha (uma saqueta) | 1 pitada de sal | 4 ovos | 250 ml leite;Numa tigela, misture a farinha, o açúcar, o açúcar baunilha, os ovos e uma pitada de sal. Misture com o fouet | Junte aos poucos, o leite, sempre mexendo. | Limpe as cerejas, retire os caroços e despeje-as na forma untada. Em seguida, despeje a mistura do leite. | Leve ao forno por 30 minutos a 190°C. | Clafoutis de cerejas prontinho.;Vegetariano;https://pt.petitchef.com/imgupl/recipe/clafoutis-de-cereja-uma-sobremesa-francesa-leve-sem-gluten-e-com-baixas-calorias--453673p703028.webp
712;Pudim flan em 4 minutos;Sobremesa;Muito Fácil;Pudim flan em 4 minutos;86 Kcal;4.42;3 ovos grandes | 250 ml de leite meio gordo ou gordo | 3 colheres de sopa de açúcar | Algumas gotas de extrato de baunilha | Caramelo líquido q.b.;Bata um pouco os 3 ovos com o açúcar. | Junte o leite e as gotas de extrato de baunilha, se gostar. | Deite o caramelo líquido no fundo de uma forma e verta a mistura por cima. | Leve ao microondas por 4 minutos na potência máxima. | Sirva frio.;;https://pt.petitchef.com/imgupl/recipe/pudim-flan-em-4-minutos--98300p143655.webp
713;Como fazer salame de chocolate perfeito: doce sem forno que todos adoram;Sobremesa;Muito Fácil;2 horas;199 Kcal;4.41;200 gr de chocolate preto | 200 gr de bolacha tipo Maria | 100 gr de manteiga sem sal | 50 gr de açúcar | 1 ovo | açúcar confeiteiro;Derreta o chocolate com a manteiga. Misture bem e junte o açúcar o ovo inteiro. Misture novamente. | Quebre os biscoitos deixando alguns pedaços médios. Não triture. | Junte os biscoitos quebrados com o chocolate derretido. Misture e coloque a metade da massa em uma folha de alumínio. | Enrole no alumínio deixando no formato de um salame. Ver video. Aperte bem as pontas do salame. Repita o processo com a outra metade da massa. Deixe no frigorífico/geladeira por 2 horas. | Retire os salames do alumínio e polvilhe com açúcar confeiteiro. Passe a mão em cima de cada salame para fixar bem o açúcar. | Corte em rodelas e devore o salame de chocolate do petitchef :D;Vegetariano;https://pt.petitchef.com/imgupl/recipe/como-fazer-salame-de-chocolate-perfeito-doce-sem-forno-que-todos-adoram--453051p701697.webp
714;Mug cake / bolo de caneca de nutella no microondas;Sobremesa;Muito Fácil;6 min;917 Kcal;4.48;1 ovo | 2 colheres de sopa de óleo de girassol | 3 colheres de sopa de leite | 2 colheres de sopa de açúcar | 3 colheres de sopa de Nutella | 1 colher de sopa de cacau em pó | 1/4 de colher de chá de levedura | 3 colheres de sopa de farinha;Numa taça, misturar o ovo + azeite de girassol + leite. | Quando estiver tudo bem misturado, juntar o açúcar + nutella e misturar de novo. | Juntar o cacau em pó + levedura + farinha. Misturar até obter uma composição homogenea. | Limpar a taça. Se tiver muita massa dentro da taça, retire um pouco para não transbordar. Coloque no microondas por 1 minuto na potência máxima. | Deixar esfriar. Polvilhar de açúcar em pó e coma !;Vegetariano;https://pt.petitchef.com/imgupl/recipe/mug-cake-bolo-de-caneca-de-nutella-no-microondas--346543p561404.webp
715;Creme de baunilha fácil, tipo danette;Sobremesa;Muito Fácil;20 min;165 Kcal;4.45;500 ml leite | 1 fava de baunilha (ou essência) | 5 c. sopa de açúcar (ou 75 gr) | 1 c. sopa de maizena (amido de milho) | 3 gemas;Num tacho/panela, ferva o leite com os grãos da fava de baunilha (ou a essência). | A parte, numa tigela, misture bem as gemas e o açúcar até clarear e ficar cremoso. Junte a maizena e misture novamente. | Quando o leite ferver, adicione lentamente a mistura acima, e em seguida, coloque tudo no tacho/panela. No fogo médio/forte, deixe engrossar mexendo sempre e forte com a ajuda de um fouet (batedor). | Quando a mistura estiver com a espessura desejada, verta-a nos ramequins (potes menores) e leve para refrigerar por 3 horas. | Sua sobremesa está pronta.;Sem glúten | Vegetariano;https://pt.petitchef.com/imgupl/recipe/creme-de-baunilha-facil-tipo-danette--454154p704032.webp
716;Canelés de bordéus - receita francesa;Sobremesa;Muito Fácil;1 h 20 m;435 Kcal;4.56;250 g de açúcar | 125 g de farinha trigo | 500 ml de leite | 2 ovos | 1 gema | 1 colher de sopa de rum | 2 vagens de baunilha | 25 g de manteiga (derretida) | Vai precisar de uma forma especial canelés.;Misture os ovos, o açúcar e a gema num recipiente. Junte a farinha e misture novamente. | Leve o leite a aquecer e misture a manteiga e as vagens de baunilha. Deixe ferver e mexa o todo antes de o sair do lume / fogo. | Junte esta mistura (leite, manteiga, baunilha) à primeira (ovos, açúcar, gema), mais o rum e misture tudo. | Deixe arrefecer a temperatura ambiente (18ºC mais ou menos) por 24 horas. | Unte a forma de canelés com manteiga e deixe repousar por 10 minutos. Depois coloque a massa até encher por completo cada buraco. | 2 etapas de cozimento: * 1ª : 10 minutos a 230°C. * 2ª : 50 minutos a 180°C. Pronto !;Vegetariano;https://pt.petitchef.com/imgupl/recipe/caneles-de-bordeus-receita-francesa--449483p694670.webp
717;Creme de pasteleiro / confeiteiro de baunilha, um clássico;Sobremesa;Muito Fácil;20 min;286 Kcal;4.45;500 ml de leite | 1 vagem de baunilha | 4 gemas de ovo | 125 g de açúcar | 40 g de farinha;Colocar o leite a ferver com a vagem de baunilha que abriu préviamente. | Enquanto isso, colocar as gemas num recipiente fundo e juntar o açúcar. Mexer energeticamente até que a mistura fique esbranquiçada. | Juntar a farinha e mistura muito bem. | Uma vez que o leite ferver, junte-o pouco a pouco à mistura anterior. Colocar tudo dentro da panela (onde ferveu o leite) e levar ao lume/fogo médio. | Misture constantemente com uma colher / vara de arames até que obtenha a consistência desejada (mais líquida ou mais espessa, segundo a sobremesa que irá fazer). Esta etapa poderá levar cerca de 10 minutos.;Vegetariano;https://pt.petitchef.com/imgupl/recipe/creme-de-pasteleiro-confeiteiro-de-baunilha-um-classico--450905p697345.webp
718;Panquecas americanas - pancakes;Sobremesa;Muito Fácil;30 min;190 Kcal;4.52;200 g de farinha | 3 ovos | 2 colheres de sopa de açúcar | 1 colher de café de sal | 11 g de levedura química (fermento em pó branco) | 3 colheres de sopa de óleo | 200 ml de leite;Misturar a farinha com o açúcar, o sal e a levedura num recipiente fundo. | Juntar os ovos e misturar. Depois junte o leite pouco a pouco, misturando sempre. | Unte a frigideira com óleo e aqueça-a, coloque massa dentro, a fogo/lume médio. Quando a massa formar bolhas, vire-a do avesso e deixe cozer um minuto. | Servir com xarope de bordo / calda de maple e manteiga para ser autenticamente Americano. | Donne !;Vegetariano;https://pt.petitchef.com/imgupl/recipe/panquecas-americanas-pancakes--451397p737133.webp
719;Spéculoos, um delicioso biscoito de canela;Sobremesa;Muito Fácil;1 h 15 m;105 Kcal;4.52;80 gr de manteiga amolecida | 140 gr de açúcar mascavo (mascavado/moreno) | 200 gr de farinha de trigo | 1 col. chá de fermento químico | 3 gemas | 2 col. chá de canela em pó.;Misture a manteiga amolecida com o açúcar. Quando bem misturado, adicione a farinha, o fermento e a canela. Misture até formar uma espécie de areia. Finalmente, adicione as gemas e misture bem. | Faça uma bola da massa e embale-a no papel filme. Refrigere por 1 hora. | Numa superfície enfarinhada, abra a massa deixando cerca de 1 cm de espessura. Corte a massa formando então os biscoitos (com a ajuda de um cortador). Em seguida, coloque-os na forma (já forrada com papel manteiga ou untada). | Leve ao forno cerca de 15 minutos a 180°C | Seus biscoitos de canela estão prontos. Hora de fazer o café/chá.;Vegetariano;https://pt.petitchef.com/imgupl/recipe/speculoos-um-delicioso-biscoito-de-canela--454425p704681.webp
720;Bolo mármore clássico;Sobremesa;Muito Fácil;1 h 5 m;422 Kcal;4.52;4 ovos | 150 g de açúcar | 150 g de farinha | 150 g de manteiga | 5,5 g de levedura química | 1 pitada de sal | 15 g açúcar baunilhado | 200 g de chocolate;Separar as gemas das claras. Bater as claras em neve / em castelo bem firmes. | Juntar o açúcar às gemas e misturar até que fique esbranquiçado. Juntar a farinha, o sal e a levedura. Misturar bem. | Juntar a manteiga derretida, misturar e juntar delicadamente as claras batidas. | Separar a massa em dois. Numa das partes juntar o açúcar baunilhado, e na outra o chocolate derretido. | Untar e enfarinhar uma forma retangular. Colocar uma camada de massa baunilhada e uma de chocolate, repetir novamente terminando a massa. | Levar ao forno por 50 minutos a 160°C. | Pronto !;Vegetariano;https://pt.petitchef.com/imgupl/recipe/bolo-marmore-classico--451773p699264.webp
721;Bolacha champanhe sem gluten;Sobremesa;Muito Fácil;31 min;38 Kcal;4.44;2 ovos | 50 gr açúcar | 50 gr de amido de milho (maizena) | açúcar confeiteiro;Separe as gemas e as claras dos ovos. Bate as claras em neve juntando o açúcar aos poucos. | O ponto exato do merengue: depois de bater bem, desligue a batedeira e levante o fouet (o batedor). Se o merengue formar um bico de pássaro na ponta do fouet, é que ele está pronto (veja foto). | Junte agora as gemas e bata novamente até incorporar os ingredientes. Não bata por muito tempo. | Jogue por cima desse creme, a maizena peneirada e misture com a ajuda de uma espátula. Mexa delicadamente, de baixo para cima. | Coloque agora o creme dentro do saco de confeiteiro e molde as bolachas em uma forma (já untada, ou coberta de papel manteiga). | Polvilhe as bolachas com o açúcar confeiteiro. Espere 2 minutos e polvilhe novamente com o açúcar. | Leve ao forno por 11 minutos a 190°C. | Bolachas champanhes prontinhas.;Sem glúten | Vegetariano | Sem lactose;https://pt.petitchef.com/imgupl/recipe/bolacha-champanhe-sem-gluten--453176p701997.webp
722;Tarte de abóbora à americana;Sobremesa;Muito Fácil;1 h 15 m;332 Kcal;4.2;1 massa quebrada / podre | 600 g de abóbora | 100 g de açúcar mascavado | 200 ml de natas / creme de leite | 3 ovos | manteiga;Cortar a abóbora aos cubos. (Caso tenha comprado inteira, retire a pele) Refogar dentro de uma panela com manteiga durante 5 minutos, cobrir (com uma tampa) e deixar cozer por 20 minutos a fogo médio. | Retirar a água que a abóbora gerou e esmagar em pure. Deixe arrefecer por algus minutos. | Junte o açúcar e depois os 3 ovos. | Junte as natas, misture e passe no liquidificador (ou varinha mágica / mixer). | Colocar a massa quebrada dentro de uma forma de tarte e verter a preparação por cima. | Levar ao forno por 25 minutos a 200ºC. | Servir com chantilly !;Vegetariano;https://pt.petitchef.com/imgupl/recipe/tarte-de-abobora-a-americana--451558p698801.webp
723;Telhas de amêndoas crocantes;Sobremesa;Muito Fácil;1 h 10 m;125 Kcal;4.72;125 g de amêndoas laminadas | 2 claras de ovos | 80 g de açúcar | 15 g de farinha | 25 g de manteiga derretida;Misturar as amêndoas com o açúcar e a farinha. | Juntar as claras e misturar. De seguida juntar a manteiga, misturar e pôr no frigorífico/geladeira. | Com a ajuda de uma colher colocar pedaços de massa sobre uma placa de ir ao forno coberta de papel vegetal / manteiga, e achatar com um garfo - Não tenha medo de bem pressionar, veja o vídeo para ajudar. | Levar ao forno por 10 minutos a 180ºC. | Quando o tempo de forno terminar, retire imediatamente e coloque sobre um rolo da massa, para que peguem a forma arredondada. (Uma técnica mais original encontra-se nas Observações da receita, mais a baixo). | Alguns segundos de pausa e as telhas estão prontas.;Vegetariano;https://pt.petitchef.com/imgupl/recipe/telhas-de-amendoas-crocantes--451549p698774.webp
724;Massa areada para tarteletes e tartes doces;Sobremesa;Muito Fácil;30 min;412 Kcal;4.44;100 g açúcar | 140 g manteiga fria | 280 g farinha | 1 pitada de sal | 1 ovo;Misturar açúcar + farinha + sal | Juntar a manteiga e misturar até obter uma consistência arenosa | Juntar o ovo e misturar | Verter o conteúdo sobre a mesa | Amassar a massa com as mãos até obter uma bola | Colocar entre duas folhas de papel vegetal e pressionar para achatar a massa um pouco | Esticar a massa com um rolo até que tenha mais ou menos 1 cm de grossura | Pôr no frigorífico / geladeira no mínimo durante 30 min antes de a utilizar | Dar-lhe forma ( tarteletes ou tartes) e pôr no forno durante 10 min a 200ºC;Vegetariano;https://pt.petitchef.com/imgupl/recipe/massa-areada-para-tarteletes-e-tartes-doces--375300p602803.webp
725;Panna cotta de baunilha, o clássico italiano;Sobremesa;Muito Fácil;5 h 30 m;363 Kcal;4.6;250 ml natas (creme leite) | 250 ml leite gordo (integral) | 1 col. chá baunilha (extrato ou essência) | 75 gr de açúcar | 6 gr de gelatina incolor (usamos folhas);Numa tigela, coloque água fria e as folhas de gelatina (serve para amolecer). | Numa panela, aqueça o leite, as natas, a baunilha e o açúcar. Deixe até ferver. | Retire do fogo e acrescente a gelatina (bem escorrida). Misture bem até desmanchar. | Divida o creme em 4 porções (nos copinhos). Leve ao frio (geladeira) por pelo menos 5 horas (ou da noite para o dia). | Está pronto!;Sem glúten | Sem ovo;https://pt.petitchef.com/imgupl/recipe/panna-cotta-de-baunilha-o-classico-italiano--463883p734634.webp
726;Bolo de chocolate e banana;Sobremesa;Muito Fácil;55 min;314 Kcal;4.6;3 bananas maduras | 3 ovos | 80gr de manteiga derretida | 250gr de farinha de trigo | 140gr de açúcar | 100gr de chocolate amargo (preto) | 50 ml leite | 2 col. chá fermento químico (1 sachê) | 1 pitada de sal;Pré-aqueça o forno a 180°C. Amasse as bananas com a ajuda de um garfo e reserve-as. | Numa tigela, misture todos os ingredientes secos juntos (farinha, fermento e sal). Em outra tigela, bata os ovos e o açúcar até clarear. Junte o leite e a manteiga derretida. Misture. | Junte as duas misturas (seca e líquida). Misture até ficar homogênea. Em seguida, acrescente as bananas. Misture novamente. | Pegue uma barra de chocolate e quebre-a grosseiramente. Acrescente-as na massa e misture. | Verta/despeje na forma já untada e enfarinhada. Leve ao forno por 40 minutos a 180ºC. Faça sempre o teste do palito. Bom apetite!!;Vegetariano;https://pt.petitchef.com/imgupl/recipe/bolo-de-chocolate-e-banana--456963p711517.webp
727;Tarte de chocolate simples e boa;Sobremesa;Muito Fácil;35 min;444 Kcal;4.38;1 massa areada | 1 ovo | 70 g de açúcar | 250 g de chocolate | 300 ml de natas / creme de leite;Précozer a massa areada por 10 minutos a 180ºC. | Misturar o ovo com o açúcar. | Derreter o chocolate nas natas. | Juntar á mistura açúcar + ovos. | Verter a preparação sobre a massa areada e levar ao forno 20 minutos a 150ºC. | Pronta !;Vegetariano;https://pt.petitchef.com/imgupl/recipe/tarte-de-chocolate-simples-e-boa--451551p698781.webp
728;Cheesecake sem cozedura;Sobremesa;Muito Fácil;45 min;797 Kcal;4.43;150 g de biscoitos / bolachas | 60 g de manteiga derretida | 300 g de queijo creme (tipo Philadelphia) | 2 colheres de sopa de natas / creme de leite | 200 ml de natas / creme de leite 30% MG | 4 colheres de sopa de açúcar | 1 colher de sopa de extrato de baunilha | 2 folhas de gelatina | (MG = Matéria Gorda);Triture as bolachas e misture com a manteiga derretida. | Coloque esta mistura em moldes circulares sem fundo (se não tiver, faça em taças transparentes ou numa grande travessa) e pressione a bolacha. Reserve no frigorífico / geladeira. | Num recipiente, misture o queijo creme, o açúcar e a baunilha. | Comece a derreter as folhas de gelatina em água fria, antes de se dissolverem completamente, coloque-as num recipiente com duas colheres de sopa de natas / creme de leite quente. Misture até que a gelatina esteja completamente dissolvida. Depois junte esta mistura à mistura anterior. | Bata as natas / creme de leite 30% de MG em castelo / neve para formar chantilly (as natas devem estar frias). Depois junte à mistura anterior. | Coloque este creme por cima das bolachas, que reservou anteriormente. Alise a superfície. Coloque no frigorífico / geladeira no mínimo 2 horas. | Retire dos moldes (se fez com molde) e sirva com calda de framboesa, manga, goiaba, chocolate, etc.;Sem ovo;https://pt.petitchef.com/imgupl/recipe/cheesecake-sem-cozedura--446255p689605.webp
