titulo;categoria;dificuldade;tempo_total;calorias;rating;ingredientes;passos;criterios
Suspiros caseiros;Sobremesa;Médio;1 h 30 m;43 Kcal;4.43;2 claras | 100 gr de açúcar;Comece a bater as claras com um pouco de açúcar. Bata na velocidade mínima/média. Assim que estiver com uma textura de mousse, aumente a velocidade do batedeira e despeje/verta o açúcar aos poucos até as claras montarem em neve/castelo. | Caso bata a mão, sentirá as claras mais densas e apertadas. Bata até que se forme o que chamamos de bico do pássaro. Essa é uma excelente dica para ver a textura. | Imediatamente, coloque então as claras montadas com açúcar no saco pasteleiro e faça os suspiros (forre a forma com papel vegetal/manteiga). | Leve ao forno a 120°C durante 1h15min, e passado esse tempo, desligue-o e deixe os suspiros secarem no interior do forno por algumas horas : eles estarão perfeitamente cozidos! | Suspiros prontos...Gostou?;Sem glúten | Vegetariano | Sem lactose
Tarte tatin, clássico da culinária francesa;Sobremesa;Muito Fácil;1 hora;363 Kcal;4.44;1 rolo de massa quebrada | 1.3 kg de maçãs | 120 g de açúcar;Faça caramelo com o açúcar: Simplesmente ponha o açúcar numa panela a fogo médio até que fique em caramelo. | Retire do fogo / lume, e verta imediatamente para a forma do bolo que irá colocar no forno mais tarde. | Descasque e corte algumas maçãs pela metade e coloque-as sobre o caramelo. Para cobrir os buracos, corte algumas maças em pedacinhos e coloque nos buracos. O resto das maçãs, corte em lâminas e coloque por cima, até cobrir toda a forma. | Coloque a massa quebrada por cima das maças. Dobre a massa que fica de fora, para dentro da forma. | Ponha no forno durante 45 minutos a 180ºC. | Desmoldar delicadamente. | Deixe esfriar um pouco e pode servir.;Vegetariano
Arroz doce / doce de leite com canela, baunilha e limão;Sobremesa;Muito Fácil;35 min;266 Kcal;4.48;500 ml água | 150 g arroz redondo | 500 ml leite | 6 c. de sopa de açúcar | 1/2 vagem de baunilha | 1 pau de canela | casca de meio limão | canela em pó (opcional);Aqueça o leite a fogo médio. Junte a água + casca de limão + baunilha + canela + açúcar | Deixe em infusão a fogo médio e leve a ebulição | Quando ferver, junte o arroz. | Misture e deixe cozer durante 20 minutos a fogo médio. | Quando estiver cozido, certa para taças individuais ou uma grande taça e polvilhe de canela em pó (opcional) Deixe arrefecer e sirva !;Vegan | Sem glúten | Vegetariano | Sem ovo
Massa para choux (massa carolina);Sobremesa;Muito Fácil;35 min;102 Kcal;4.59;120 g de farinha | 200 ml de água | 70 g de manteiga | 3 ovos | sal a gosto | 1 ovo batido para dourar;Colocar a água a ferver com a manteiga e o sal. | Quando a manteiga derreter, junte a farinha e misture até que a massa descole das paredes da panela. | Retire do lume/fogo e junte os ovos, um por um, misturando a cada ovo. Misture tudo com força, é nesta etapa que a elasticidade da massa se cria. | Coloque a massa dentro de um saco pasteleiro/confeiteiro e faça os choux do tamanho que quiser. Pincele com ovo batido. | Leve ao forno por 20 minutos a 180ºC. Atenção, no fim da cozedura não retire do forno, isto poderá desinchar a massa. Assim que o tempo acabar, deixe a porta do forno entreaberta durante 10 minutos antes de os retirar. | Para rechear utilize a ponta de uma faca para fazer um buraco no fundo dos choux. | Recheie com um saco pasteleiro ou uma seringa de culinária. (ou uma colher se não tiver mais nada) | Prontos !;Vegetariano | Sem açúcar | Sem glúten
Waffles leves e crocantes;Sobremesa;Muito Fácil;34 min;329 Kcal;4.48;250 gr (ou 2 xic.) de farinha de trigo | 2 ovos | 40 gr (ou 2 col. sopa) de açúcar | 40 gr (ou 1/4 xic.) de manteiga | 400 ml leite | 1 col. chá de essência de baunilha;Separe as claras das gemas. Nesta etapa, use o mixer (ou varinha mágica). Numa tigela, misture as gemas com a farinha, o açúcar e o extrato de baunilha. | Junte o leite aos poucos para evitar as empelotas. Coloque agora a manteiga derretida.Continue batendo. | Faça agora as claras em castelo/neve e misture (com a ajuda da espátula) delicadamente a massa anterior, sem esmagar as claras. Refrigere por 1 hora. | Unte a máquina de waffles e ligue-a para aquecer. Verta/despeje 2 conchas da preparação e feche a máquina. Deixe os waffles por 4 minutos. | Seus Waffles estão prontos!! Boa degustação.;Vegetariano
Bolo de banana, original banana bread;Sobremesa;Muito Fácil;1 h 10 m;283 Kcal;4.64;3 bananas bem maduras | 250  gr de farinha de trigo | 125 gr de manteiga amolecida | 150 gr de açúcar amarelo / mascavo | 2 ovos | 1 colher chá fermento químico (branco) | 1 pitada de sal;Descasque e corte as bananas em pedaços. Com a ajuda de um garfo, amasse-as (você pode deixar alguns pedaçinhos de banana) | Na batedeira: bata a manteiga amolecida com o açúcar mascavo, e em seguida, junte os 2 ovos e bata novamente. | Coloque então a farinha, o sal e a levedura/fermento e bata bem. | Por último, junte as bananas amassadas e bata novamente até que elas incorporem a massa. | Asse no forno 55 minutos a 180°C. | Bolo prontinho. Para sobremesa ou lanche da tarde !;Vegetariano
Mousse de chocolate com 3 ingredientes – receita fácil e cremosa;Sobremesa;Muito Fácil;20 min;212 Kcal;4.55;200 g de chocolate (de tablete) | 50 g de açúcar | 4 ovos;Comece por separar as claras das gemas. | Junte o açúcar às gemas e misture. Derreta o chocolate, deixe-o arrefecer um pouco e junte às gemas. | Bater as claras em castelo / em neve, bem firmes. | Juntá-las pouco a pouco à mistura anterior. Misture delicadamente para não as esmagar, indo buscar o fundo. | Colocar em taças individuais (ou num recipiente único) e levar ao frigorífico/geladeira por pelo menos 4 horas. | Pronto ! nham nham;Sem ovo | Vegan | Sem açúcar | Vegetariano
Bolo zebra, o bolo mármore exótico;Sobremesa;Muito Fácil;1 h 25 m;493 Kcal;4.72;4 ovos | 200 gr de açúcar | 200 ml óleo | 100 ml leite | 300 gr de farinha | 2 col. chá de fermento químico (1 sachê) | 20 gr de cacau em pó | 1 col. chá de extrato de baunilha | 1 pitada de sal;Numa tigela, misture os ovos com o açúcar, o sal, o óleo e o leite. Em seguida, divida-o em 2 partes iguais. | Na primeira metade, junte 175 gr de farinha, 1 col. chá de fermento e o extrato de baunilha. Misture bem. | Na outra metade, junte o restante da farinha (ou seja 125 gr), 1 col. chá de fermento e o cacau em pó. Misture bem. | Bem no centro de sua forma (já untada), coloque 3 col. sopa da mistura com o chocolate. | E então, sempre ao centro, coloque por cima da mistura anterior, 3 col. sopa da mistura de baunilha. | Repita esta operação sempre alternando as 3 col. de sopa da mistura de cacau com a de baunilha. | Leve ao forno por 40 minutos a 180°C. | Já está pronto este exuberante bolo zebra. E então, gostou?;Vegetariano
Tarte de coco com apenas 3 ingredientes;Sobremesa;Muito Fácil;50 min;382 Kcal;4.2;250 g de açúcar | 250 g de coco | 5 ovos;Feve-se 1dl de água com o açúcar durante 5 minutos. | Reserva-se. | Entretanto mistura-se os ovos com o coco e em seguida, envolve-se-lhe a calda em fio, mexendo bem. | Leva-se a cozer em forno médio (160C) durante 25-30minutos.;Sem glúten | Vegetariano | Sem lactose
Bolo de iogurte natural, fofinho e fácil a preparar;Sobremesa;Muito Fácil;55 min;676 Kcal;4.21;1 copo de iogurte natural | 3 copos (do iogurte) de açúcar | 4 copos (do iogurte) de farinha | 1 copo (do iogurte) de óleo | 7 g de levedura química | 1 pitada de sal | 3 ovos | 7 g de açúcar baunilhado;Colocar o iogurte e o açúcar num recipiente e misturar. | Juntar a farinha, o sal e a levedura. Misturar. Quando a massa ficar demasiado rija para misturar, junte o óleo e misture novamente. | Juntar os ovos e misturar muito bem com uma vara de arames / fouet. Por fim, junte o açúcar baunilhado. | Levar ao forno 40 minutos a 180°C. Pronto!;Vegetariano
Bolo de limão fácil e fofo;Sobremesa;Muito Fácil;35 min;247 Kcal;4.55;1 limão biológico | 4 ovos | 150 g de açúcar | 120 g de farinha | 80 g de manteiga derretida | 11 g de levedura química;Separe as gemas das claras. Bata as claras em neve/em castelo bem firmes. | Raspe a pele do limão e esprema o suco/sumo. Reserve. | Bata as gemas com o açúcar até que a mistura fique esbranquiçada. Junte o sumo/suco e a raspa do limão, a farinha e a levedura, e por fim a manteiga derretida. | Junte as claras, misturando delicadamente para não as partir. | Leve ao forno por 20 minutos a 180ºC. | Pronto !;Vegetariano | Sem glúten | Vegan
Cannoli/canudinho com creme de baunilha;Sobremesa;Muito Fácil;1 h 20 m;123 Kcal;4.71;1 massa folhada | 250 ml leite | 2 gemas | 1 fava baunilha | 60 gr de açúcar | 30 gr de maizena (amido de milho) | 1 gema para dourar | açúcar confeiteiro;Corte a massa folhada em tiras com um pouco mais de 1 cm de largura | Dobre a folha de papel de alumínio formando um rolo | Enrole cada tira da massa em volta do rolo de alumínio, tendo cuidado de não ultrapassar o rolo. | Pincele a gema por cima de cada canudinho e polvilhe com açúcar confeiteiro. Leve ao forno por 20 min a 180°C, e em seguida, deixa esfriar. | Creme de baunilha: Na panela, coloque o leite para ferver com a fava de baunilha (abra a fava e recupere as sementes). Numa vasilha, bata as gemas com o açúcar até clarear e ficar cremoso. Adicione o amido de milho e misture bem. | Quando o leite ferver, junte-o aos poucos a misture anterior (da gema com açúcar) e despeje o conteúdo de volta a panela. | Engrosse o creme no lume/fogo médio, mexendo sempre. Retire então a panela do fogo/lume, coloque o creme numa vasilha e cubra com o filme plástico (para evitar que se forme uma camada seca. Deixe o plástico em contato com o creme). Deixe esfriar. | Com a ajuda de um saco confeiteiro, recheio cada cannoli com o creme de baunilha. | Seus cannolis de creme de baunilha estão prontinhos.;Vegetariano
Leite de creme torrado/ creme catalão;Sobremesa;Muito Fácil;25 min;238 Kcal;4.68;500  ml leite | 4 gemas | 1 canela em pau | casca de um limão | 70 gr de açúcar | 20 gr de amido de milho (maizena) | Açúcar branco para caramelizar;Em uma panela, ferva o leite com a canela em pau e a casca do limão. Uma vez fervido, retire do fogo e deixe em infusão. Reserve. | Em uma vasinha e com a ajuda do fouet, bata as gemas com o açúcar até a massa clarear e ficar cremosa. Acrescente o amido de milho (maizena). | Retire a canela em pau e a casca do limão e despeje aos poucos a outra mistura (a do leite), mexendo sempre. | Coloque tudo agora na panela, em fogo médio e mexa até que a mistura engrosse bem (cerca de 5 minutos). | Despeje o creme diretamente nas formas individuais e refrigere-as por 2 horas (mínimo) | Polvilhe cada forma com o açúcar branco (e não o mascavo como é feito o creme brûlée), e caramelize com ajuda de um maçarico culinário. Caso não tenha o maçarico, coloque no forno entre 5 à 10 minutos, na função grill. | Leite de creme torrado prontinho !;Sem glúten | Vegetariano
Bolo de queijo creme super fácil;Sobremesa;Muito Fácil;40 min;367 Kcal;4.45;3 ovos | 500 g de queijo creme (tipo Philadelphia) | 100 g de açúcar | 90 g de farinha trigo;Acender o forno a 180ºC. | Num recipiente misturar o queijo creme, o açúcar e as raspas de limão ou a baunilha se optou por. | Separar as gemas das claras. Bater as claras em castelo muito firme. | Incorporar as gemas à mistura do queijo creme / açúcar. | Juntar a farinha. | Juntar delicadamente as claras à massa. | Verter a preparação numa forma de fundo amovível de aproximadamente 20 cm de diâmetro. | Pôr no forno a 180ºC durante 30 minutos. | Retirar do forno e deixar arrefecer 1 hora antes de retirar da forma.;Sem glúten | Vegetariano
Gelado / sorvete de iogurte e framboesas;Sobremesa;Médio;1 hora;431 Kcal;4.34;8 colheres de sopa de leite condensado | 450 g de iogurte grego | 400 ml de natas / creme de leite 30% MG (Matéria Gorda) muito fria | 150 g doce de framboesa | 1 colher de sopa de água;Bater as natas em castelo. | Misturar o iogurte grego com o leite condensado. | Juntar as natas em castelo. | Misturar tudo com uma espátula em movimentos envolventes. Cobrir com filme transparente e colocar no frio durante 1 hora. | Entretanto faça a calda de framboesa: Juntar uma colher de sopa de água ao doce de framboesa e misturar. Aquecer no microondas durante 40 segundos. Peneirar para retirar as pepitas. | Deverá ficar com esta textura. Deixe esfriar a temperatura ambiente. | Enquanto isso, bata o gelado na sorveteira. [Se não tem sorveteira, não se preocupe! Coloque o creme no congelador por duas horas. A cada 30 minutos, tire o creme do congelador e bata] | Para quem tem sorveteira, coloque o creme dentro, pouco a pouco, com a máquina em movimento. Deixe bater durante 40 minutos. | Utilizaremos um molde retangular de alumínio (preferencialmente). Verta metade do gelado no molde e alise. | Incorpore o doce de framboesa e misture levemente com uma colher. | Juntar o resto do gelado e alisar. Cobrir com filme transparente e colocar no congelador durante 2 horas. | Antes de servir, deixe a temperatura ambiente por 5 ou 10 min. Retirar o filme e fazer uma bola de gelado com cuidado. | E já está ! Servir com um pouco de doce de framboesa por cima ou ao lado. E regale-se !! :D;Sem lactose | Sem glúten | Vegetariano | Sem ovo
Tarte/torta de morango (idêntica a pastelaria);Sobremesa;Muito Fácil;1 hora;271 Kcal;4.6;1 massa sablée;Cubra a forma com a massa sablée e faça furos com a ajuda de um garfo. Leve ao forno por 20 minutos a 180°C. | O creme : Coloque o leite para ferver com sementes da fava de baunilha (abra a fava e raspe). Reserve. Enquanto isso, numa tigela coloque as gemas e adicione o açúcar. Misture com o fouet até a mistura clarear. Junte a maizena e misture novamente. | Quando o leite ferver, adicione-o lentamente à mistura de ovos-açúcar-maizena. Em seguida, coloque tudo na panela no fogo/lume médio. | Mexa constantemente com uma colher de pau até a mistura atingir a consistência desejada. Esta etapa leva cerca de 10 minutos. Em seguida, deixe esfriar e cubra com filme plástico (para evitar o ressecamento do creme). | Assim que a massa e o creme estiverem esfriados, despeje o creme sobre a massa de maneira uniforme. | Retire os cabinhos dos morangos e lave-os. Corte-os em 2 na comprimento e coloque-os sobre o creme de maneira harmoniosa. | Esquente a geleia por 30 segundos no micro-ondas, e em seguida peneire para retirar os pedaços (Caso tenha usado a geleia de groselha, não precisa peneira-la) | Pincele delicadamente a geleia peneirada sobre os morangos. Coloque no frigorífico/geladeira por no mínimo 30 minutos antes de degustar. | Tarte/Torta de morango prontinha, como nas pastelarias/docerias;Vegetariano
Pudim flan em 4 minutos;Sobremesa;Muito Fácil;Pudim flan em 4 minutos;86 Kcal;4.42;3 ovos grandes | 250 ml de leite meio gordo ou gordo | 3 colheres de sopa de açúcar | Algumas gotas de extrato de baunilha | Caramelo líquido q.b.;Bata um pouco os 3 ovos com o açúcar. | Junte o leite e as gotas de extrato de baunilha, se gostar. | Deite o caramelo líquido no fundo de uma forma e verta a mistura por cima. | Leve ao microondas por 4 minutos na potência máxima. | Sirva frio.;Sem açúcar
Merengue italiano passo a passo;Sobremesa;Médio;35 min;173 Kcal;4.58;3 claras | 250 gr de açúcar | 75 ml de água;No tacho/panela, coloque o açúcar e a água para ferver. Quando a mistura começar a ferver, coloque o termômetro para saber a temperatura. Deverá atingir 115°C. | Enquanto o xarope ferve, comece a bater as claras em castelo/neve. Devem formar tipo uma espuma. Assim que o xarope atingir 115°C, tire do lume/fogo e verta/despeje formando um fio, sobre as claras batidas. Continue batendo. | Então, bata ainda na velocidade máxima. Continue batendo pois o merengue estará pronto, quando a tigela da batedeira esfriar (pois colocamos o xarope quente). Deve durar uns 10 minutos. | Vosso merengue italiano está pronto e esperando rechear tarte de limão ou merengue :D;Sem glúten | Vegetariano | Sem lactose
Canelés de bordéus - receita francesa;Sobremesa;Muito Fácil;1 h 20 m;435 Kcal;4.49;250 g de açúcar | 125 g de farinha trigo | 500 ml de leite | 2 ovos | 1 gema | 1 colher de sopa de rum | 2 vagens de baunilha | 25 g de manteiga (derretida) | Vai precisar de uma forma especial canelés.;Misture os ovos, o açúcar e a gema num recipiente. Junte a farinha e misture novamente. | Leve o leite a aquecer e misture a manteiga e as vagens de baunilha. Deixe ferver e mexa o todo antes de o sair do lume / fogo. | Junte esta mistura (leite, manteiga, baunilha) à primeira (ovos, açúcar, gema), mais o rum e misture tudo. | Deixe arrefecer a temperatura ambiente (18ºC mais ou menos) por 24 horas. | Unte a forma de canelés com manteiga e deixe repousar por 10 minutos. Depois coloque a massa até encher por completo cada buraco. | 2 etapas de cozimento: * 1ª : 10 minutos a 230°C. * 2ª : 50 minutos a 180°C. Pronto !;Vegetariano | Sem glúten
Mug cake / bolo de caneca de nutella no microondas;Sobremesa;Muito Fácil;6 min;917 Kcal;4.47;1 ovo | 2 colheres de sopa de óleo de girassol | 3 colheres de sopa de leite | 2 colheres de sopa de açúcar | 3 colheres de sopa de Nutella | 1 colher de sopa de cacau em pó | 1/4 de colher de chá de levedura | 3 colheres de sopa de farinha;Numa taça, misturar o ovo + azeite de girassol + leite. | Quando estiver tudo bem misturado, juntar o açúcar + nutella e misturar de novo. | Juntar o cacau em pó + levedura + farinha. Misturar até obter uma composição homogenea. | Limpar a taça. Se tiver muita massa dentro da taça, retire um pouco para não transbordar. Coloque no microondas por 1 minuto na potência máxima. | Deixar esfriar. Polvilhar de açúcar em pó e coma !;Sem ovo | Vegetariano | Sem glúten
Galette dos reis francesa;Sobremesa;Muito Fácil;50 min;546 Kcal;4.5;2 massas folhadas | 125 g de açúcar | 60 g de manteiga amolecida | 3 ovos | 150 g de amêndoas em pó;Misturar as amêndoas em pó com o açúcar, depois juntar a manteiga amolecida e misturar tudo muito bem. Por fim juntar os 3 ovos e misturar novamente. | Pousar uma massa folhada sobre uma forma de tarte e verter a mistura anterior dentro. | Dobrar as pontas da massa sobre o creme e pincelar com clara de ovo (como na fotografia) para que a outra massa cole mais facilmente. | Cobrir com a segunda massa folhada, cortar o que ficar de fora e colar bem à massa de baixo onde pincelou a clara. Não se esqueça de colocar a fava antes de cobrir com a massa, caso queira seguir a tradição da Épiphanie Francesa. | Pincelar a massa com ovo batido e com a ajuda de uma faca fazer desenhos. | Levar ao forno 30 minutos a 180ºC. | A sua galette des rois à la frangipane está pronta !;Vegetariano | Sem glúten
Panquecas americanas - pancakes;Sobremesa;Muito Fácil;30 min;190 Kcal;4.52;200 g de farinha | 3 ovos | 2 colheres de sopa de açúcar | 1 colher de café de sal | 11 g de levedura química (fermento em pó branco) | 3 colheres de sopa de óleo | 200 ml de leite;Misturar a farinha com o açúcar, o sal e a levedura num recipiente fundo. | Juntar os ovos e misturar. Depois junte o leite pouco a pouco, misturando sempre. | Unte a frigideira com óleo e aqueça-a, coloque massa dentro, a fogo/lume médio. Quando a massa formar bolhas, vire-a do avesso e deixe cozer um minuto. | Servir com xarope de bordo / calda de maple e manteiga para ser autenticamente Americano. | Donne !;Vegetariano
Creme de pasteleiro / confeiteiro de baunilha, um clássico;Sobremesa;Muito Fácil;20 min;286 Kcal;4.45;500 ml de leite | 1 vagem de baunilha | 4 gemas de ovo | 125 g de açúcar | 40 g de farinha;Colocar o leite a ferver com a vagem de baunilha que abriu préviamente. | Enquanto isso, colocar as gemas num recipiente fundo e juntar o açúcar. Mexer energeticamente até que a mistura fique esbranquiçada. | Juntar a farinha e mistura muito bem. | Uma vez que o leite ferver, junte-o pouco a pouco à mistura anterior. Colocar tudo dentro da panela (onde ferveu o leite) e levar ao lume/fogo médio. | Misture constantemente com uma colher / vara de arames até que obtenha a consistência desejada (mais líquida ou mais espessa, segundo a sobremesa que irá fazer). Esta etapa poderá levar cerca de 10 minutos.;Sem glúten | Vegetariano
Creme de baunilha fácil, tipo danette;Sobremesa;Muito Fácil;20 min;165 Kcal;4.5;500 ml leite | 1 fava de baunilha (ou essência) | 5 c. sopa de açúcar (ou 75 gr) | 1 c. sopa de maizena (amido de milho) | 3 gemas;Num tacho/panela, ferva o leite com os grãos da fava de baunilha (ou a essência). | A parte, numa tigela, misture bem as gemas e o açúcar até clarear e ficar cremoso. Junte a maizena e misture novamente. | Quando o leite ferver, adicione lentamente a mistura acima, e em seguida, coloque tudo no tacho/panela. No fogo médio/forte, deixe engrossar mexendo sempre e forte com a ajuda de um fouet (batedor). | Quando a mistura estiver com a espessura desejada, verta-a nos ramequins (potes menores) e leve para refrigerar por 3 horas. | Sua sobremesa está pronta.;Sem glúten | Vegetariano
Bacalhau à Brás Tradicional;Prato Principal;Médio;45 min;550 Kcal;4.9;400g bacalhau | 500g batata palha | 6 ovos | salsa | azeite | cebola | alho;Refogar cebola e alho em azeite | Juntar o bacalhau desfiado | Adicionar batata palha e envolver | Juntar os ovos batidos e mexer até coagular mas ficarem cremosos | Polvilhar com salsa;Sem glúten | Sem açúcar
Francesinha à Moda do Porto;Prato Principal;Difícil;1 h 30 m;1200 Kcal;5.0;Pão de forma | bife de vaca | linguiça | salsicha fresca | fiambre | queijo | molho de francesinha (cerveja, tomate, piri-piri, vinho do porto);Grelhar as carnes | Montar a sanduíche com pão, bife, enchidos e fiambre | Cobrir com fatias de queijo | Levar ao forno a gratinar | Regar com o molho quente;Sem açúcar
Arroz de Pato;Prato Principal;Médio;1 h 15 m;680 Kcal;4.7;1 pato | 500g arroz | 1 chouriço | cebola | alho | vinho tinto;Cozer o pato com o chouriço | Desfiar o pato | Fazer refogado com cebola e alho | Juntar o arroz e a água da cozedura | Colocar num tabuleiro, decorar com chouriço e levar ao forno a tostar;Sem lactose | Sem açúcar
Polvo à Lagareiro;Prato Principal;Médio;1 h 20 m;420 Kcal;4.8;1 polvo | 1kg batatinhas | muito azeite | alho | coentros;Cozer o polvo até ficar tenro | Cozer as batatas com pele | Colocar tudo numa assadeira | Regar com abundante azeite e alho picado | Levar ao forno a 200 graus até alourar;Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Caldo Verde;Entrada;Fácil;40 min;180 Kcal;4.6;Batatas | couve galega cortada em juliana | chouriço | azeite | cebola | alho;Cozer batatas, cebola e alho | Triturar tudo para fazer o puré base | Juntar a couve e o chouriço em rodelas | Deixar cozer a couve | Servir com fio de azeite;Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Lasanha de Carne Clássica;Prato Principal;Médio;1 h 10 m;750 Kcal;4.7;Placas de lasanha | 500g carne picada | molho de tomate | molho bechamel | queijo mozzarella;Refogar a carne com tomate | Num tabuleiro, alternar camadas de massa, carne e bechamel | Terminar com bechamel e queijo | Levar ao forno até gratinar;Sem açúcar
Risoto de Cogumelos;Prato Principal;Médio;40 min;450 Kcal;4.6;Arroz arbóreo | cogumelos variados | caldo de legumes | vinho branco | parmesão | manteiga;Refogar cogumelos e arroz | Juntar vinho branco | Ir juntando caldo aos poucos mexendo sempre | Quando cozido, desligar e juntar manteiga e queijo (mantecatura);Vegetariano | Sem glúten
Salada César com Frango;Prato Principal;Fácil;25 min;380 Kcal;4.5;Alface romana | peito de frango grelhado | croutons | queijo parmesão | molho césar;Grelhar o frango e cortar em tiras | Lavar a alface | Misturar alface, frango e croutons | Envolver com o molho e lascas de queijo;Sem açúcar
Hambúrguer Caseiro no Prato;Prato Principal;Fácil;20 min;520 Kcal;4.4;Carne de vaca picada | ovo | alho | sal | pimenta | salada variada;Temperar a carne com alho, sal e pimenta | Moldar os hambúrgueres | Grelhar na frigideira 3 min de cada lado | Servir com salada e ovo estrelado;Sem glúten | Sem lactose | Sem açúcar
Pizza Margherita Caseira;Prato Principal;Médio;50 min;600 Kcal;4.6;Massa de pizza | molho de tomate | queijo mozzarella fresco | manjericão;Estender a massa | Espalhar molho de tomate | Distribuir queijo mozzarella | Levar ao forno muito quente (220 graus) | Finalizar com manjericão fresco;Vegetariano | Sem açúcar
Esparguete à Bolonhesa de Soja;Prato Principal;Fácil;35 min;390 Kcal;4.3;Soja granulada | polpa de tomate | esparguete | cebola | alho | louro;Hidratar a soja | Refogar cebola e alho | Juntar soja e tomate | Deixar apurar | Servir sobre o esparguete cozido;Vegan | Vegetariano | Sem lactose | Sem ovo | Sem açúcar
Strogonoff de Frango;Prato Principal;Fácil;30 min;510 Kcal;4.5;Peito de frango | natas / creme de leite | cogumelos | mostarda | ketchup | arroz branco;Saltear o frango em cubos | Juntar cogumelos | Adicionar natas, mostarda e ketchup | Deixar engrossar o molho | Servir com arroz;Sem glúten
Feijoada de Cogumelos;Prato Principal;Médio;45 min;320 Kcal;4.4;Feijão manteiga | mix de cogumelos | cenoura | tomate | cominhos;Refogar cenoura e tomate | Juntar cogumelos e deixar cozinhar | Adicionar feijão cozido e cominhos | Deixar apurar os sabores;Vegan | Vegetariano | Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Bife Wellington;Prato Principal;Difícil;1 h 40 m;850 Kcal;4.9;Lombo de vaca | massa folhada | presunto | cogumelos (duxelles) | mostarda;Selar o lombo na frigideira | Barrar com mostarda | Envolver em cogumelos picados e presunto | Enrolar na massa folhada | Assar no forno até dourar;Sem açúcar
Caril de Grão e Espinafres;Prato Principal;Fácil;35 min;340 Kcal;4.5;Grão de bico | espinafres | leite de coco | pasta de caril | cebola;Refogar cebola com pasta de caril | Juntar grão e leite de coco | Deixar ferver 10 min | Juntar espinafres no fim até murcharem;Vegan | Vegetariano | Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Salmão Grelhado com Legumes;Prato Principal;Fácil;20 min;410 Kcal;4.6;Lombo de salmão | brócolos | cenoura | batata cozida;Temperar salmão com sal e limão | Grelhar na chapa | Cozer legumes a vapor | Servir com fio de azeite;Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Tofu à Brás;Prato Principal;Médio;35 min;380 Kcal;4.2;Tofu | batata palha | cebola | alho | azeite | salsa | açafrão (para cor);Esmagar o tofu com garfo | Refogar cebola | Juntar tofu e temperar com açafrão | Juntar batata palha e envolver | Finalizar com salsa;Vegan | Vegetariano | Sem lactose | Sem açúcar | Sem ovo
Peixe Assado no Forno;Prato Principal;Médio;50 min;350 Kcal;4.5;Robalo ou Dourada inteira | batatas | cebola | tomate | pimento;Fazer uma cama com cebola, tomate e pimento | Colocar o peixe e batatas à volta | Regar com vinho branco e azeite | Assar 40 min;Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Omolete de Queijo e Fiambre;Prato Principal;Muito Fácil;10 min;290 Kcal;4.3;3 ovos | queijo | fiambre | sal | pimenta;Bater os ovos | Colocar na frigideira antiaderente | Quando quase cozido, rechear com queijo e fiambre | Dobrar e servir;Sem glúten | Sem açúcar
Ameijoas à Bulhão Pato;Entrada;Fácil;20 min;220 Kcal;4.8;Ameijoas | muito alho | coentros | azeite | limão;Refogar alhos laminados em azeite | Juntar ameijoas e tapar até abrirem | Juntar muitos coentros picados e sumo de limão;Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Pão de Alho com Queijo;Entrada;Muito Fácil;15 min;310 Kcal;4.5;Baguete | manteiga de alho | queijo mozzarella ralado | orégãos;Cortar baguete ao meio | Barrar com manteiga de alho | Cobrir com queijo e orégãos | Levar ao forno a gratinar;Vegetariano | Sem açúcar | Sem ovo
Salada Caprese;Entrada;Muito Fácil;10 min;280 Kcal;4.6;Tomate maduro | queijo mozzarella fresco | manjericão | azeite balsâmico;Cortar tomate e queijo em rodelas | Dispor alternadamente no prato | Decorar com manjericão | Regar com azeite e balsâmico;Vegetariano | Sem glúten | Sem açúcar | Sem ovo
Hummus Caseiro;Entrada;Muito Fácil;10 min;180 Kcal;4.4;Grão de bico cozido | tahini | limão | alho | azeite | cominhos;Colocar tudo no processador | Triturar até ficar uma pasta lisa | Servir com pão pita ou palitos de cenoura;Vegan | Vegetariano | Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Tábua de Queijos e Enchidos;Entrada;Muito Fácil;10 min;450 Kcal;4.7;Queijos variados | presunto | chouriço | tostas | uvas | nozes;Dispor tudo numa tábua de madeira de forma harmoniosa | Servir à temperatura ambiente;Sem açúcar | Sem ovo
Cogumelos Salteados com Alho;Entrada;Fácil;15 min;120 Kcal;4.3;Cogumelos frescos | alho | azeite | vinho branco | salsa;Laminar cogumelos | Saltear em azeite muito quente | Juntar alho e vinho branco | Deixar evaporar álcool e juntar salsa;Vegan | Vegetariano | Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Gambas ao Alho (Guillo);Entrada;Fácil;15 min;240 Kcal;4.7;Gambas descascadas | alho | malagueta | azeite abundante;Aquecer azeite com alho e malagueta | Juntar gambas e fritar 2 min | Servir a ferver com pão;Sem glúten | Sem lactose | Sem açúcar | Sem ovo
